tick,matlabTime,carlaTime,dt,egoX,egoY,egoZ,egoYaw,egoSpeed,vxDerived,vyDerived,throttle,brake,steerDeg,targetSpeed,decisionState,selectedCandidate,k2Active,feasibleCount,cteApprox,headErrDeg,cumCollisionCount,newEventsThisTick,goalDist
302,36.1193,55.358,0.1098,-19.949,-135.459,0.000,0.2488,0.465,0.451,0.115,0.067,0.000,4.30,0.60,brake,8,1,0,1.036,12.95,74,0,40.119
303,36.2359,55.468,0.1096,-19.899,-135.446,0.000,0.2496,0.513,0.497,0.127,0.044,0.000,10.88,0.60,brake,9,0,1,1.024,13.00,74,0,40.090
304,36.3424,55.583,0.1114,-19.847,-135.427,0.000,0.2536,0.480,0.465,0.120,0.060,0.000,17.56,0.60,brake,9,0,1,1.007,13.23,74,0,40.056
305,36.4538,55.695,0.1111,-19.800,-135.405,0.000,0.2610,0.460,0.445,0.119,0.070,0.000,24.23,0.60,brake,9,0,7,0.985,13.65,74,0,40.020
306,36.5523,55.794,0.1101,-19.763,-135.382,0.000,0.2702,0.443,0.427,0.118,0.078,0.000,17.62,0.60,brake,8,0,8,0.963,14.18,74,0,39.986
307,36.6619,55.904,0.1101,-19.723,-135.355,0.000,0.2811,0.448,0.430,0.124,0.076,0.000,11.62,0.60,brake,8,0,8,0.937,14.80,74,0,39.948
308,36.7721,56.014,0.1110,-19.680,-135.331,0.000,0.2888,0.456,0.437,0.130,0.072,0.000,9.91,0.60,brake,8,0,2,0.914,15.25,74,0,39.911
309,36.8831,56.125,0.1109,-19.634,-135.308,0.000,0.2947,0.464,0.444,0.135,0.068,0.000,9.39,0.60,brake,8,0,2,0.893,15.59,74,0,39.875
310,37.0044,56.248,0.1101,-19.582,-135.284,0.000,0.3006,0.467,0.446,0.138,0.067,0.000,8.04,0.60,brake,8,0,2,0.869,15.93,74,0,39.836
311,37.1167,56.355,0.1111,-19.536,-135.263,0.000,0.3054,0.472,0.450,0.142,1.000,0.000,7.61,2.80,avoid,8,0,3,0.849,16.20,74,0,39.801
312,37.2290,56.469,0.1111,-19.486,-135.240,0.000,0.3100,0.549,0.523,0.168,1.000,0.000,6.46,2.80,avoid,8,0,3,0.827,16.46,74,0,39.764
313,37.3381,56.579,0.1096,-19.417,-135.209,0.000,0.3155,0.894,0.850,0.277,0.953,0.000,5.31,2.80,avoid,8,0,2,0.799,16.78,74,0,39.713
314,37.4387,56.678,0.1101,-19.308,-135.163,0.000,0.3229,1.481,1.404,0.470,0.000,0.147,3.91,0.60,brake,8,0,8,0.755,17.20,74,0,39.636
315,37.5523,56.796,0.1119,-19.105,-135.079,0.000,0.3331,2.118,2.001,0.692,0.000,0.253,1.79,0.60,brake,8,0,8,0.676,17.79,74,0,39.494
316,37.6707,56.911,0.1094,-18.870,-134.986,0.000,0.3403,2.217,2.090,0.740,0.000,0.270,-0.04,0.60,brake,8,0,3,0.588,15.87,74,0,39.333
317,37.7723,57.012,0.1109,-18.666,-134.910,0.000,0.3422,2.101,1.979,0.705,0.000,0.250,-0.72,0.60,brake,8,0,4,0.526,15.98,74,0,39.200
318,37.8854,57.125,0.1100,-18.452,-134.835,0.000,0.3411,1.923,1.813,0.643,0.000,0.221,-0.74,0.60,brake,8,0,4,0.464,15.92,74,0,39.065
319,37.9960,57.230,0.1095,-18.270,-134.773,0.000,0.3395,1.751,1.651,0.583,0.000,0.192,-0.66,0.60,brake,8,0,5,0.414,15.83,74,0,38.953
320,38.1020,57.345,0.1105,-18.089,-134.712,0.000,0.3381,1.579,1.490,0.524,0.000,0.163,-0.52,0.60,brake,8,0,5,0.364,15.74,74,0,38.842
321,38.2211,57.459,0.1096,-17.929,-134.657,0.000,0.3369,1.425,1.345,0.471,0.000,0.137,-0.35,0.60,brake,8,0,6,0.319,15.68,74,0,38.744
322,38.3219,57.565,0.1115,-17.857,-134.633,0.000,0.3376,0.000,0.000,0.000,0.300,0.000,-0.33,0.60,brake,8,0,5,0.304,11.07,74,0,38.701
323,38.4409,57.682,0.1112,-17.854,-134.632,0.000,0.3376,0.061,0.058,0.020,0.269,0.000,-0.33,0.60,brake,8,0,10,0.304,11.07,74,0,38.699
324,38.5469,57.787,0.1109,-17.841,-134.627,0.000,0.3376,0.217,0.205,0.072,0.192,0.000,6.33,0.60,brake,11,0,5,0.301,11.07,74,0,38.691
325,38.6484,57.893,0.1089,-17.811,-134.616,0.000,0.3385,0.379,0.357,0.126,0.111,0.000,12.86,0.60,brake,10,0,6,0.294,11.12,74,0,38.672
326,38.7619,58.007,0.1100,-17.767,-134.594,0.000,0.3433,0.447,0.421,0.150,0.077,0.000,19.46,0.60,brake,10,0,2,0.278,11.40,74,0,38.639
327,38.8796,58.123,0.1103,-17.722,-134.564,0.000,0.3520,0.456,0.428,0.157,0.072,0.000,20.07,0.60,brake,10,0,2,0.256,11.90,74,0,38.598
328,38.9788,58.224,0.1114,-17.683,-134.535,0.000,0.3621,0.462,0.432,0.164,1.000,0.000,19.34,2.80,avoid,10,0,2,0.233,12.47,74,0,38.559
329,39.0947,58.337,0.1102,-17.639,-134.501,0.000,0.3735,0.537,0.500,0.196,1.000,0.000,17.43,2.80,avoid,10,0,2,0.205,13.12,74,0,38.514
330,39.2091,58.453,0.1102,-17.575,-134.452,0.000,0.3888,0.927,0.858,0.352,0.936,0.000,10.82,2.80,avoid,9,0,3,0.166,14.00,74,0,38.449
331,39.3254,58.566,0.1110,-17.455,-134.371,0.000,0.4092,1.624,1.490,0.646,0.588,0.000,4.16,2.80,avoid,8,0,8,0.103,15.17,74,0,38.338
332,39.4411,58.672,0.1096,-17.275,-134.265,0.000,0.4258,2.264,2.062,0.935,0.268,0.000,-2.42,2.80,avoid,8,0,12,0.024,16.12,74,0,38.188
333,39.5525,58.790,0.1115,-17.004,-134.133,0.000,0.4300,2.740,2.491,1.142,0.000,0.357,-9.11,0.60,brake,8,0,12,0.068,16.36,74,0,37.988
334,39.6492,58.894,0.1096,-16.733,-134.027,0.000,0.4175,2.803,2.562,1.136,0.000,0.367,-2.53,0.60,brake,10,0,8,0.112,11.00,74,0,37.816
335,39.7539,58.998,0.1078,-16.467,-133.938,0.000,0.3995,2.636,2.429,1.025,0.000,0.339,-4.94,0.60,brake,8,0,10,0.139,9.96,74,0,37.662
336,39.8709,59.112,0.1098,-16.197,-133.843,0.000,0.3877,2.402,2.224,0.908,0.000,0.300,-4.54,0.60,brake,8,0,8,0.171,9.29,74,0,37.503
337,39.9833,59.226,0.1099,-15.950,-133.762,0.000,0.3745,2.177,2.026,0.796,0.000,0.263,-2.35,0.60,brake,8,0,8,0.184,3.89,74,0,37.365
338,40.0832,59.326,0.1080,-15.752,-133.697,0.000,0.3668,1.990,1.857,0.714,0.000,0.232,-0.66,0.60,brake,8,0,8,0.186,3.45,74,0,37.255
339,40.1844,59.428,0.1081,-15.570,-133.632,0.000,0.3637,1.813,1.695,0.645,0.000,0.202,1.73,0.60,brake,8,0,12,0.193,3.27,74,0,37.150
340,40.3015,59.543,0.1116,-15.386,-133.561,0.000,0.3652,1.630,1.523,0.582,0.000,0.172,2.95,0.60,brake,8,0,13,0.206,3.35,74,0,37.038
341,40.4135,59.657,0.1098,-15.225,-133.492,0.000,0.3699,1.469,1.370,0.531,0.000,0.145,3.43,0.60,brake,8,0,13,0.222,3.62,74,0,36.935
342,40.5171,59.764,0.1094,-15.089,-133.431,0.000,0.3753,1.337,1.244,0.490,0.000,0.123,3.69,0.60,brake,8,0,14,0.231,-0.72,74,0,36.846
343,40.6313,59.877,0.1075,-15.038,-133.409,0.000,0.3782,0.000,0.000,0.000,0.300,0.000,10.14,0.60,brake,10,0,6,0.233,-0.55,74,0,36.813
344,40.7396,59.983,0.1091,-15.037,-133.408,0.000,0.3784,0.005,0.005,0.002,0.298,0.000,16.69,0.60,brake,11,0,4,0.233,-0.54,74,0,36.812
345,40.8456,60.091,0.1094,-15.026,-133.401,0.000,0.3805,0.181,0.168,0.067,0.209,0.000,10.12,0.60,brake,5,0,4,0.236,-0.42,74,0,36.803
346,40.9687,60.205,0.1110,-15.000,-133.384,0.000,0.3847,0.325,0.301,0.122,0.137,0.000,3.47,0.60,brake,6,0,7,0.241,-0.18,74,0,36.781
347,41.0745,60.319,0.1105,-14.959,-133.362,0.000,0.3880,0.477,0.442,0.181,1.000,0.000,-3.17,2.80,avoid,6,0,7,0.246,0.01,74,0,36.750
348,41.1772,60.422,0.1102,-14.912,-133.343,0.000,0.3880,0.530,0.491,0.201,1.000,0.000,-8.68,2.80,avoid,7,0,8,0.247,0.01,74,0,36.721
349,41.2858,60.530,0.1095,-14.836,-133.319,0.000,0.3830,0.961,0.891,0.359,0.920,0.000,-2.12,2.80,avoid,8,0,8,0.240,-0.28,74,0,36.682
350,41.3953,60.640,0.1105,-14.701,-133.277,0.000,0.3758,1.616,1.503,0.593,0.592,0.000,4.52,2.80,avoid,8,1,0,0.228,-0.69,74,0,36.612
351,41.5072,60.749,0.1105,-14.501,-133.196,0.000,0.3778,2.283,2.122,0.842,0.259,0.000,-2.12,2.80,avoid,3,1,0,0.227,-0.58,74,0,36.492
352,41.6319,60.871,0.1104,-14.213,-133.075,0.000,0.3809,2.723,2.528,1.012,0.038,0.000,-8.74,2.80,avoid,1,1,0,0.223,-5.05,74,0,36.315
353,41.7250,60.969,0.1100,-13.955,-132.987,0.000,0.3706,2.820,2.629,1.021,0.000,0.003,-15.34,2.80,avoid,1,1,0,0.185,-5.64,74,0,36.178
354,41.8299,61.076,0.1064,-13.667,-132.921,0.000,0.3394,2.732,2.576,0.910,0.034,0.000,-21.72,2.80,avoid,1,1,0,0.114,-7.42,74,0,36.060
355,41.9408,61.189,0.1104,-13.372,-132.895,0.000,0.2872,2.570,2.465,0.728,0.115,0.000,-28.34,2.80,avoid,2,1,0,0.003,-10.42,74,0,35.981
356,42.0530,61.300,0.1096,-13.105,-132.913,0.000,0.2214,2.421,2.362,0.532,0.190,0.000,-34.82,2.80,avoid,1,1,0,0.148,-18.84,74,0,35.953
357,42.1773,61.409,0.1091,-12.867,-132.975,0.000,0.1419,2.298,2.275,0.325,0.251,0.000,-28.27,2.80,avoid,1,1,0,0.325,-23.39,74,0,35.974
358,42.2629,61.511,0.1068,-12.665,-133.062,0.000,0.0621,2.357,2.352,0.146,0.222,0.000,-21.87,2.80,avoid,1,1,0,0.505,-27.96,74,0,36.028
359,42.3833,61.630,0.1101,-12.404,-133.157,0.000,-0.0111,2.483,2.483,-0.028,0.158,0.000,-15.26,2.80,avoid,1,1,0,0.722,-32.16,74,0,36.082
360,42.4864,61.736,0.1100,-12.153,-133.236,0.000,-0.0620,2.566,2.561,-0.159,0.117,0.000,-8.65,2.80,avoid,1,1,0,0.921,-35.08,74,0,36.124
361,42.5906,61.841,0.1075,-11.893,-133.304,0.000,-0.0957,2.597,2.585,-0.248,0.101,0.000,-2.21,2.80,avoid,1,1,0,1.115,-37.00,74,0,36.155
362,42.7125,61.960,0.1115,-11.589,-133.357,0.000,-0.1104,2.576,2.560,-0.284,0.112,0.000,4.49,2.80,avoid,8,0,15,1.336,-42.50,74,0,36.168
363,42.8200,62.068,0.1101,-11.316,-133.387,0.000,-0.1085,2.530,2.515,-0.274,0.135,0.000,11.09,2.80,avoid,8,0,15,1.521,-42.39,74,0,36.164
364,42.9235,62.171,0.1098,-11.059,-133.391,0.000,-0.0910,2.482,2.472,-0.226,0.159,0.000,17.68,2.80,avoid,8,0,14,1.675,-41.39,74,0,36.138
365,43.0304,62.279,0.1080,-10.799,-133.362,0.000,-0.0538,2.423,2.420,-0.130,0.188,0.000,24.16,2.80,avoid,8,0,15,1.806,-39.26,74,0,36.082
366,43.1479,62.395,0.1104,-10.533,-133.296,0.000,0.0025,2.376,2.376,0.006,0.312,0.000,30.78,3.00,replan,10,0,8,1.911,-36.03,74,0,35.989
367,43.2566,62.502,0.1097,-10.309,-133.202,0.000,0.0687,2.343,2.338,0.161,0.328,0.000,35.00,3.00,replan,11,0,7,1.984,-36.88,74,0,35.874
368,43.3648,62.611,0.1095,-10.109,-133.069,0.000,0.1528,2.350,2.323,0.358,0.325,0.000,35.00,3.00,replan,11,0,7,2.014,-32.06,74,0,35.724
369,43.4727,62.721,0.1118,-9.928,-132.901,0.000,0.2491,2.449,2.374,0.604,0.275,0.000,35.00,3.00,replan,8,0,15,2.006,-26.55,74,0,35.542
370,43.5854,62.833,0.1108,-9.756,-132.705,0.000,0.3511,2.551,2.396,0.878,0.224,0.000,35.00,3.00,replan,8,0,15,1.970,-20.70,74,0,35.333
371,43.7035,62.948,0.1105,-9.595,-132.479,0.000,0.4595,2.624,2.351,1.164,0.188,0.000,35.00,3.00,replan,4,1,0,1.912,-19.14,74,0,35.095
372,43.8088,63.055,0.1108,-9.466,-132.250,0.000,0.5625,2.660,2.250,1.419,0.170,0.000,35.00,3.00,replan,8,0,15,1.843,-13.24,74,0,34.857
373,43.9245,63.170,0.1101,-9.354,-131.988,0.000,0.6740,2.674,2.089,1.669,0.163,0.000,35.00,3.00,replan,8,0,12,1.740,-6.85,74,0,34.588
374,44.0421,63.286,0.1112,-9.271,-131.711,0.000,0.7874,2.675,1.887,1.895,0.163,0.000,35.00,3.00,replan,8,0,15,1.605,-0.36,74,0,34.306
375,44.1426,63.387,0.1101,-9.224,-131.465,0.000,0.8856,2.672,1.691,2.069,0.164,0.000,35.00,3.00,replan,8,0,15,1.466,5.27,74,0,34.058
376,44.2599,63.505,0.1093,-9.201,-131.171,0.000,1.0012,2.666,1.437,2.245,0.067,0.000,35.00,2.80,avoid,12,0,4,1.293,7.25,74,0,33.763
377,44.3663,63.611,0.1106,-9.209,-130.909,0.000,1.1041,2.640,1.188,2.358,0.080,0.000,28.36,2.80,avoid,5,1,0,1.119,13.14,74,0,33.502
378,44.4735,63.716,0.1100,-9.227,-130.648,0.000,1.1952,2.675,0.981,2.489,0.062,0.000,21.77,2.80,avoid,1,1,0,0.937,18.36,74,0,33.242
379,44.5835,63.828,0.1096,-9.240,-130.361,0.000,1.2733,2.670,0.783,2.553,0.065,0.000,15.19,2.80,avoid,1,1,0,0.744,22.83,74,0,32.957
380,44.6923,63.936,0.1103,-9.237,-130.079,0.000,1.3262,2.645,0.640,2.566,0.078,0.000,8.57,2.80,avoid,1,1,0,0.565,25.87,74,0,32.675
381,44.8003,64.045,0.1119,-9.224,-129.796,0.000,1.3625,2.596,0.537,2.540,0.102,0.000,1.86,2.80,avoid,6,0,2,0.411,23.30,74,0,32.392
382,44.9081,64.153,0.1083,-9.189,-129.522,0.000,1.3765,2.544,0.491,2.496,0.128,0.000,-4.64,2.80,avoid,1,1,0,0.281,24.10,74,0,32.117
383,45.0291,64.275,0.1083,-9.125,-129.225,0.000,1.3704,2.490,0.496,2.440,0.155,0.000,-11.14,2.80,avoid,1,1,0,0.163,23.75,74,0,31.816
384,45.1376,64.384,0.1100,-9.044,-128.971,0.000,1.3497,2.445,0.536,2.386,0.177,0.000,-17.74,2.80,avoid,2,1,0,0.082,22.56,74,0,31.557
385,45.2469,64.490,0.1104,-8.940,-128.737,0.000,1.3133,2.403,0.612,2.324,0.199,0.000,-11.12,2.80,avoid,14,0,2,0.052,15.83,74,0,31.317
386,45.3505,64.596,0.1099,-8.823,-128.515,0.000,1.2747,2.446,0.714,2.340,0.177,0.000,-4.52,2.80,avoid,14,0,2,0.040,13.62,74,0,31.089
387,45.4560,64.701,0.1105,-8.717,-128.277,0.000,1.2543,2.485,0.773,2.362,0.158,0.000,2.11,2.80,avoid,14,0,2,0.010,12.45,74,0,30.846
388,45.5754,64.818,0.1101,-8.622,-128.003,0.000,1.2526,2.497,0.781,2.372,0.151,0.000,-4.50,2.80,avoid,4,1,0,0.042,7.70,74,0,30.566
389,45.6900,64.935,0.1101,-8.529,-127.725,0.000,1.2506,2.494,0.785,2.367,0.153,0.000,-11.10,2.80,avoid,4,1,0,0.080,7.59,74,0,30.285
390,45.8102,65.053,0.1090,-8.411,-127.458,0.000,1.2301,2.469,0.825,2.327,0.165,0.000,-17.64,2.80,avoid,1,1,0,0.091,6.41,74,0,30.012
391,45.9259,65.170,0.1105,-8.267,-127.214,0.000,1.1916,2.432,0.900,2.259,0.184,0.000,-24.27,2.80,avoid,1,1,0,0.068,4.20,74,0,29.762
392,46.0303,65.273,0.1113,-8.118,-127.022,0.000,1.1437,2.391,0.991,2.177,0.204,0.000,-30.95,2.80,avoid,1,1,0,0.002,-3.19,74,0,29.564
393,46.1464,65.389,0.1102,-7.925,-126.842,0.000,1.0715,2.322,1.112,2.039,0.239,0.000,-35.00,2.80,avoid,1,1,0,0.113,-7.33,74,0,29.378
394,46.2517,65.493,0.1109,-7.732,-126.723,0.000,0.9919,2.281,1.248,1.909,0.260,0.000,-28.35,2.80,avoid,2,1,0,0.248,-11.89,74,0,29.253
395,46.3660,65.609,0.1100,-7.503,-126.612,0.000,0.9025,2.413,1.495,1.894,0.193,0.000,-21.74,2.80,avoid,1,1,0,0.422,-17.01,74,0,29.138
396,46.4662,65.709,0.1091,-7.292,-126.500,0.000,0.8373,2.533,1.696,1.882,0.134,0.000,-15.20,2.80,avoid,1,1,0,0.578,-20.74,74,0,29.023
397,46.5816,65.825,0.1109,-7.041,-126.350,0.000,0.7809,2.608,1.852,1.835,0.096,0.000,-8.54,2.80,avoid,1,1,0,0.775,-28.63,74,0,28.872
398,46.6954,65.939,0.1092,-6.795,-126.187,0.000,0.7437,2.619,1.928,1.773,0.090,0.000,-1.99,2.80,avoid,1,1,0,0.963,-30.76,74,0,28.709
399,46.7969,66.039,0.1101,-6.588,-126.030,0.000,0.7274,2.587,1.932,1.720,0.107,0.000,4.62,2.80,avoid,14,0,2,1.118,-31.69,74,0,28.556
400,46.9099,66.153,0.1102,-6.372,-125.837,0.000,0.7293,2.526,1.884,1.683,0.137,0.000,11.23,2.80,avoid,8,0,14,1.269,-31.58,74,0,28.367
401,47.0218,66.266,0.1095,-6.180,-125.629,0.000,0.7493,2.464,1.804,1.679,0.168,0.000,17.81,2.80,avoid,8,0,10,1.401,-35.08,74,0,28.164
402,47.1367,66.379,0.1101,-6.019,-125.409,0.000,0.7865,2.410,1.702,1.706,0.195,0.000,24.41,2.80,avoid,14,1,0,1.512,-32.95,74,0,27.949
403,47.2318,66.479,0.1106,-5.906,-125.204,0.000,0.8329,2.368,1.593,1.752,0.216,0.000,31.05,2.80,avoid,8,0,7,1.580,-30.30,74,0,27.749
404,47.3500,66.594,0.1102,-5.823,-124.959,0.000,0.9063,2.295,1.415,1.807,0.253,0.000,35.00,2.80,avoid,8,0,9,1.611,-26.09,74,0,27.508
405,47.4652,66.710,0.1085,-5.790,-124.712,0.000,0.9959,2.275,1.237,1.910,0.262,0.000,35.00,2.80,avoid,8,0,7,1.592,-20.95,74,0,27.262
406,47.5827,66.814,0.1108,-5.795,-124.490,0.000,1.0835,2.330,1.091,2.059,0.235,0.000,35.00,2.80,avoid,9,0,5,1.556,-20.59,74,0,27.040
407,47.6794,66.920,0.1083,-5.821,-124.259,0.000,1.1751,2.392,0.922,2.207,0.204,0.000,35.00,2.80,avoid,9,0,5,1.501,-15.34,74,0,26.808
408,47.7910,67.037,0.1119,-5.876,-124.003,0.000,1.2785,2.449,0.706,2.345,0.176,0.000,35.00,2.80,avoid,8,0,5,1.414,-9.41,74,0,26.550
409,47.9101,67.152,0.1114,-5.957,-123.751,0.000,1.3829,2.476,0.463,2.433,0.162,0.000,35.00,2.80,avoid,8,0,10,1.300,-3.43,74,0,26.294
410,48.0174,67.259,0.1094,-6.057,-123.525,0.000,1.4800,2.482,0.225,2.472,0.159,0.000,35.00,2.80,avoid,15,1,0,1.176,2.13,74,0,26.065
411,48.1237,67.364,0.1100,-6.175,-123.313,0.000,1.5757,2.485,-0.012,2.485,0.158,0.000,35.00,2.80,avoid,15,1,0,1.047,2.96,74,0,25.849
412,48.2325,67.476,0.1095,-6.322,-123.102,0.000,1.6770,2.483,-0.263,2.469,0.158,0.000,35.00,2.80,avoid,15,1,0,0.890,8.77,74,0,25.634
413,48.3378,67.582,0.1101,-6.481,-122.917,0.000,1.7735,2.479,-0.499,2.429,0.160,0.000,35.00,2.80,avoid,15,1,0,0.723,14.30,74,0,25.444
414,48.4537,67.699,0.1113,-6.677,-122.731,0.000,1.8799,2.478,-0.754,2.360,0.161,0.000,35.00,2.80,avoid,15,1,0,0.519,20.39,74,0,25.255
415,48.5671,67.814,0.1116,-6.886,-122.570,0.000,1.9839,2.478,-0.995,2.269,0.161,0.000,31.45,2.80,avoid,14,1,0,0.302,26.35,74,0,25.092
416,48.6799,67.924,0.1098,-7.101,-122.427,0.000,2.0793,2.530,-1.232,2.210,0.135,0.000,24.86,2.80,avoid,14,1,0,0.083,29.50,74,0,24.949
417,48.7834,68.027,0.1110,-7.311,-122.286,0.000,2.1574,2.598,-1.438,2.164,0.101,0.000,18.20,2.80,avoid,13,1,0,0.129,33.97,74,0,24.810
418,48.8971,68.143,0.1107,-7.549,-122.112,0.000,2.2240,2.633,-1.600,2.091,0.084,0.000,11.56,2.80,avoid,13,1,0,0.367,37.78,74,0,24.639
419,48.9948,68.241,0.1110,-7.748,-121.952,0.000,2.2645,2.629,-1.681,2.021,0.086,0.000,4.90,2.80,avoid,6,0,6,0.567,40.11,74,0,24.485
420,49.1063,68.352,0.1101,-7.961,-121.757,0.000,2.2898,2.593,-1.708,1.951,0.104,0.000,-1.70,2.80,avoid,6,0,6,0.782,41.56,74,0,24.297
421,49.2158,68.464,0.1112,-8.156,-121.550,0.000,2.2951,2.538,-1.682,1.901,0.131,0.000,-8.38,2.80,avoid,8,0,9,0.978,41.86,74,0,24.098
422,49.3373,68.586,0.1110,-8.345,-121.309,0.000,2.2812,2.482,-1.619,1.881,0.159,0.000,-15.04,2.80,avoid,11,0,9,1.168,41.07,74,0,23.867
423,49.4347,68.684,0.1095,-8.473,-121.105,0.000,2.2560,2.440,-1.544,1.889,0.180,0.000,-21.61,2.80,avoid,13,0,6,1.298,39.62,74,0,23.672
424,49.5472,68.796,0.1100,-8.585,-120.865,0.000,2.2094,2.387,-1.423,1.916,0.207,0.000,-28.21,2.80,avoid,8,0,15,1.411,36.95,74,0,23.439
425,49.6648,68.910,0.1101,-8.658,-120.613,0.000,2.1446,2.337,-1.269,1.963,0.231,0.000,-34.82,2.80,avoid,8,0,14,1.486,33.24,74,0,23.193
426,49.7692,69.015,0.1087,-8.683,-120.382,0.000,2.0704,2.282,-1.093,2.003,0.259,0.000,-35.00,2.80,avoid,8,0,10,1.512,28.98,74,0,22.964
427,49.8825,69.127,0.1104,-8.663,-120.146,0.000,1.9790,2.293,-0.910,2.105,0.254,0.000,-35.00,2.80,avoid,8,0,15,1.494,23.75,74,0,22.727
428,49.9977,69.241,0.1105,-8.616,-119.906,0.000,1.8823,2.356,-0.722,2.243,0.222,0.000,-35.00,2.80,avoid,8,0,12,1.448,18.21,74,0,22.484
429,50.1191,69.358,0.1095,-8.540,-119.655,0.000,1.7793,2.414,-0.500,2.361,0.193,0.000,-35.00,2.80,avoid,6,0,6,1.373,12.31,74,0,22.229
430,50.2249,69.464,0.1120,-8.448,-119.434,0.000,1.6850,2.448,-0.279,2.432,0.176,0.000,-35.00,2.80,avoid,2,0,2,1.283,6.90,74,0,22.002
431,50.3258,69.569,0.1090,-8.336,-119.222,0.000,1.5908,2.471,-0.049,2.471,0.164,0.000,-35.00,2.80,avoid,1,1,0,1.172,1.50,74,0,21.783
432,50.4490,69.689,0.1116,-8.182,-118.992,0.000,1.4817,2.482,0.221,2.472,0.159,0.000,-28.30,2.80,avoid,15,1,0,1.020,-4.74,74,0,21.545
433,50.5583,69.799,0.1105,-8.027,-118.785,0.000,1.3892,2.556,0.461,2.514,0.122,0.000,-21.67,2.80,avoid,15,1,0,0.866,-10.04,74,0,21.331
434,50.6643,69.907,0.1100,-7.875,-118.563,0.000,1.3159,2.611,0.658,2.527,0.094,0.000,-15.07,2.80,avoid,15,1,0,0.715,-14.24,74,0,21.102
435,50.7682,70.011,0.1122,-7.734,-118.336,0.000,1.2633,2.631,0.796,2.508,0.084,0.000,-8.34,2.80,avoid,15,1,0,0.576,-17.26,74,0,20.870
436,50.8706,70.115,0.1090,-7.604,-118.100,0.000,1.2288,2.614,0.876,2.462,0.093,0.000,-1.80,2.80,avoid,15,1,0,0.447,-19.23,74,0,20.630
437,50.9581,70.203,0.1095,-7.505,-117.893,0.000,1.2138,2.574,0.899,2.411,0.113,0.000,3.09,2.80,avoid,6,1,0,0.349,-20.09,74,0,20.420
438,51.0734,70.321,0.1117,-7.400,-117.613,0.000,1.2154,2.518,0.876,2.360,0.141,0.000,5.01,2.80,avoid,6,1,0,0.247,-20.00,74,0,20.138
439,51.2038,70.449,0.1109,-7.309,-117.306,0.000,1.2308,2.490,0.830,2.347,0.155,0.000,-1.64,2.80,avoid,1,1,0,0.158,-19.12,74,0,19.830
440,51.3052,70.548,0.1095,-7.237,-117.068,0.000,1.2371,2.475,0.811,2.339,0.162,0.000,-8.21,2.80,avoid,1,1,0,0.087,-18.76,74,0,19.591
441,51.4169,70.661,0.1102,-7.132,-116.810,0.000,1.2262,2.460,0.831,2.316,0.270,0.000,-14.82,3.00,replan,2,0,2,0.016,-19.39,74,0,19.332
442,51.5318,70.776,0.1093,-6.999,-116.562,0.000,1.1965,2.451,0.896,2.281,0.274,0.000,-21.38,3.00,replan,2,0,2,0.148,-21.09,74,0,19.084
443,51.6280,70.876,0.1100,-6.860,-116.364,0.000,1.1561,2.475,0.997,2.265,0.262,0.000,-14.77,3.00,replan,8,0,15,0.285,-23.40,74,0,18.886
444,51.7453,70.991,0.1120,-6.680,-116.140,0.000,1.1058,2.595,1.164,2.319,0.203,0.000,-8.05,3.00,replan,6,0,9,0.464,-26.28,74,0,18.665
445,51.8584,71.105,0.1100,-6.498,-115.900,0.000,1.0697,2.698,1.296,2.367,0.151,0.000,-1.46,3.00,replan,8,0,13,0.645,-28.35,74,0,18.430
446,51.9743,71.220,0.1101,-6.328,-115.638,0.000,1.0561,2.736,1.347,2.382,0.132,0.000,5.15,3.00,replan,8,0,13,0.813,-29.13,74,0,18.174
447,52.0720,71.319,0.1105,-6.196,-115.401,0.000,1.0583,2.722,1.335,2.372,0.139,0.000,11.78,3.00,replan,8,0,14,0.944,-29.00,74,0,17.942
448,52.1837,71.432,0.1115,-6.078,-115.123,0.000,1.0830,2.671,1.252,2.359,0.165,0.000,18.47,3.00,replan,12,0,4,1.060,-27.59,74,0,17.671
449,52.3015,71.545,0.1113,-5.998,-114.839,0.000,1.1270,2.609,1.120,2.356,0.096,0.000,25.15,2.80,avoid,11,0,5,1.138,-25.07,74,0,17.392
450,52.4180,71.661,0.1119,-5.957,-114.549,0.000,1.1888,2.524,0.941,2.342,0.138,0.000,31.86,2.80,avoid,11,0,5,1.177,-21.53,74,0,17.104
451,52.5320,71.776,0.1114,-5.965,-114.277,0.000,1.2659,2.401,0.721,2.290,0.200,0.000,35.00,2.80,avoid,14,0,2,1.167,-17.11,74,0,16.833
452,52.6327,71.877,0.1117,-6.014,-114.060,0.000,1.3458,2.322,0.518,2.264,0.239,0.000,35.00,2.80,avoid,14,0,2,1.117,-12.53,74,0,16.613
453,52.7602,71.994,0.1093,-6.108,-113.823,0.000,1.4457,2.339,0.292,2.320,0.231,0.000,35.00,2.80,avoid,11,0,1,1.022,-6.81,74,0,16.371
454,52.8609,72.106,0.1101,-6.220,-113.606,0.000,1.5421,2.379,0.068,2.378,0.211,0.000,35.00,2.80,avoid,11,1,0,0.908,-1.29,74,0,16.148
455,52.9634,72.209,0.1110,-6.345,-113.413,0.000,1.6326,2.418,-0.149,2.413,0.191,0.000,35.00,2.80,avoid,15,1,0,0.782,3.90,74,0,15.949
