tick,egoSpeed,throttle,brake,steerDeg,decisionState,selectedCandidate,goalDistance,headingErrorDeg,collisionCount,newCollisionCount
217,0.0242068073102218,1,0,-35,replan,8,49.3540008461497,-135.969802856443,771,10
218,0.0241307814820451,1,0,-35,replan,8,49.356683394426,-135.89694213867,780,9
219,0.0239184159764907,1,0,-35,replan,8,49.3594683111625,-135.821166992186,789,9
220,0.0238988269047726,1,0,-35,follow,8,49.3621176049094,-135.749069213865,798,9
221,0.0239371489309322,1,0,-35,follow,8,49.3648978382679,-135.673416137693,807,9
222,0.0239500739263322,1,0,-35,follow,8,49.3679304226489,-135.590911865232,817,10
223,0.0239000337912898,1,0,-35,follow,8,49.3706058970483,-135.517181396483,826,9
224,0.0238751326673253,1,0,-35,follow,8,49.3733100321829,-135.443588256834,835,9
225,0.0239670347231187,1,0,-35,follow,8,49.3760213297044,-135.369735717772,844,9
226,0.0238737698427118,1,0,-35,follow,8,49.3786255073956,-135.298416137693,852,8
227,0.0239415500605425,1,0,-35,follow,8,49.3815677626274,-135.217926025389,862,10
228,0.023905140901498,1,0,-35,follow,8,49.3842386573478,-135.144897460936,871,9
229,0.0238571621272023,1,0,-35,follow,8,49.3869500405252,-135.070663452147,880,9
230,0.0239057278056485,1,0,-35,follow,8,49.3898804760335,-134.990554809568,890,10
231,0.0238441373262246,1,0,-35,follow,8,49.3925157228395,-134.917984008787,899,9
232,0.0238983156602479,1,0,-35,follow,8,49.3952319680232,-134.843170166014,908,9
233,0.0235036662155345,1,0,-35,follow,8,49.3979865809983,-134.768814086912,917,9
234,0.0235073102358716,1,0,-35,follow,8,49.4006600600467,-134.695388793943,926,9
235,0.0234917737359415,1,0,-35,follow,7,49.4033192619715,-134.622161865233,935,9
236,0.0233977311469002,1,0,-35,follow,7,49.4059451703897,-134.549987792967,944,9
237,0.0234041268281791,1,0,-35,follow,7,49.4086330148944,-134.476318359373,953,9
238,0.0233728222401269,1,0,-35,cruise,8,49.4114803602128,-134.397827148436,963,10
239,0.0232452901683651,1,0,-35,cruise,8,49.4140087161949,-134.327987670897,972,9
240,0.0232500914961161,1,0,-34.0627380334195,merge,1,49.4165442825841,-134.258682250977,981,9
241,0.0238176811426372,1,0,-35,merge,2,49.419463111286,-134.178695678711,991,10
242,0.0234345689536043,1,0,-35,merge,8,49.4219368402284,-134.111587524412,999,8
243,0.0234436736124379,1,0,-35,merge,8,49.424898635833,-134.029678344725,1009,10
244,0.0235455695547886,1,0,-35,merge,8,49.4273676328429,-133.961502075193,1017,8
245,0.0234688912927291,1,0,-35,merge,8,49.4302485364928,-133.881713867186,1027,10
246,0.0234422494215227,1,0,-35,merge,8,49.4328342027297,-133.809753417967,1036,9
247,0.0228474636029456,1,0,-35,merge,8,49.4354320418896,-133.739532470701,1045,9
248,0.0227540452027401,1,0,-35,merge,8,49.4379607027858,-133.669876098631,1054,9
249,0.0227788005005033,1,0,-35,merge,8,49.4405250681732,-133.59892272949,1063,9
250,0.0228438290919805,1,0,-35,merge,8,49.4430347295677,-133.529907226561,1072,9
251,0.0228227779640059,1,0,-35,merge,8,49.445661076169,-133.457458496092,1081,9
252,0.0229172385963333,1,0,-35,merge,8,49.4482898372395,-133.384994506834,1090,9
253,0.0228097360936935,1,0,-35,merge,8,49.4508352761843,-133.314407348631,1099,9
254,0.0228956606711658,1,0,-35,cruise,8,49.4533855067889,-133.243911743162,1108,9
255,0.0227614412502507,1,0,-35,cruise,8,49.4558833704388,-133.174438476561,1117,9
256,0.0227271102214634,1,0,-35,cruise,8,49.4586551023617,-133.097396850584,1127,10
257,0.0226993972938433,1,0,-35,cruise,8,49.4611935466512,-133.027603149412,1136,9
258,0.0226588060009126,1,0,-35,cruise,8,49.4636867584239,-132.958663940428,1145,9
259,0.022796613550777,1,0,-35,cruise,8,49.4662276162005,-132.888107299803,1154,9
260,0.0227122132542089,1,0,-35,cruise,8,49.4690018835592,-132.811233520506,1164,10
261,0.0222186598088186,1,0,-35,cruise,11,49.4715453549714,-132.742507934567,1173,9
262,0.0222239842358523,1,0,-35,cruise,11,49.4740387041585,-132.673355102536,1182,9
263,0.0222040479221803,1,0,-35,cruise,12,49.4764582373923,-132.606216430672,1191,9
264,0.0220600804782604,1,0,-35,cruise,8,49.4788992475085,-132.538726806639,1200,9
265,0.0221552562252152,1,0,-35,cruise,8,49.4813783906067,-132.470367431639,1209,9
266,0.0221177221300532,1,0,-35,cruise,8,49.483824225827,-132.402786254881,1218,9
267,0.022099727506574,1,0,-35,cruise,8,49.4862653066822,-132.335174560545,1227,9
268,0.0225675642494726,1,0,-35,cruise,8,49.4889231633285,-132.258346557615,1237,10
269,0.0224512515206063,1,0,-35,cruise,8,49.4913666945731,-132.187698364256,1246,9
270,0.0224505773180325,1,0,-35,cruise,7,49.4938697816458,-132.116073608397,1255,9
271,0.0223672267308459,1,0,-35,cruise,4,49.4963657914847,-132.046081542968,1263,8
272,0.342830383525929,1,0,-35,cruise,2,49.4919040572737,-131.760101318359,1265,2
273,0.100333483285375,1,0,-35,cruise,8,49.4537706287854,-130.605361938475,1269,4
274,0.0143594669985031,1,0,-35,cruise,8,49.4514904290509,-130.625320434568,1278,9
275,0.01386317795854,1,0,-35,cruise,8,49.451039980992,-130.631652832029,1288,10
276,0.02378472666972,1,0,-35,cruise,8,49.4515282911666,-130.655914306639,1297,9
277,0.0296499590871138,1,0,-35,cruise,8,49.4531152896431,-130.686355590818,1306,9
278,0.0248737700725931,1,0,-35,cruise,8,49.455634192284,-130.691329956053,1316,10
279,0.0198681166707818,1,0,-35,cruise,8,49.4568186997507,-130.693359374998,1325,9
280,0.00937478551403955,1,0,-35,cruise,8,49.4576147787332,-130.692398071287,1334,9
281,0.00542570242736635,1,0,-35,cruise,8,49.458117702232,-130.689270019529,1343,9
282,0.00219282296411214,1,0,-35,cruise,6,49.4583155194122,-130.684432983386,1351,8
